TABLE_NAME	COLUMN_NAME	COLUMN_TYPE	IS_NULLABLE	COLUMN_KEY	COLUMN_DEFAULT	EXTRA
checklist_producto_precocidos	IdPrecocido	int	NO	PRI	NULL	auto_increment
checklist_producto_precocidos	IdCheckList	int	NO	MUL	NULL	
checklist_producto_precocidos	IdProducto	int	NO		NULL	
checklist_producto_precocidos	Exitencia	int	NO		NULL	
checklist_producto_precocidos	Vencido	int	NO		NULL	
checklist_producto_precocidos	Desportillado	int	NO		NULL	
checklist_producto_precocidos	Aplastado	int	NO		NULL	
checklist_producto_precocidos	MalAlmacen	int	NO		NULL	
checklist_producto_refrigerados	IdRefrigerado	int	NO	PRI	NULL	auto_increment
checklist_producto_refrigerados	IdCheckList	int	NO	MUL	NULL	
checklist_producto_refrigerados	IdProducto	int	NO		NULL	
checklist_producto_refrigerados	Exitencia	int	NO		NULL	
checklist_producto_refrigerados	Vencido	int	NO		NULL	
checklist_producto_refrigerados	Desportillado	int	NO		NULL	
checklist_producto_refrigerados	Aplastado	int	NO		NULL	
checklist_producto_refrigerados	MalAlmacen	int	NO		NULL	
checklist_producto_salsas	IdSalsas	int	NO	PRI	NULL	auto_increment
checklist_producto_salsas	IdCheckList	int	NO	MUL	NULL	
checklist_producto_salsas	IdProducto	int	NO		NULL	
checklist_producto_salsas	Exitencia	int	NO		NULL	
checklist_producto_salsas	Vencido	int	NO		NULL	
checklist_producto_salsas	Desportillado	int	NO		NULL	
checklist_producto_salsas	Aplastado	int	NO		NULL	
checklist_producto_salsas	MalAlmacen	int	NO		NULL	
checklist_producto_secos	IdSecos	int	NO	PRI	NULL	auto_increment
checklist_producto_secos	IdCheckList	int	NO	MUL	NULL	
checklist_producto_secos	IdProducto	int	NO		NULL	
checklist_producto_secos	Exitencia	int	NO		NULL	
checklist_producto_secos	Vencido	int	NO		NULL	
checklist_producto_secos	Desportillado	int	NO		NULL	
checklist_producto_secos	Aplastado	int	NO		NULL	
checklist_producto_secos	MalAlmacen	int	NO		NULL	
conta_comprobante_egreso	IdEgreso	int	NO	PRI	NULL	auto_increment
conta_comprobante_egreso	IdDiario	int	NO		NULL	
conta_comprobante_egreso	IdFecha	int	NO	MUL	NULL	
conta_comprobante_egreso	IdCuentaDebe	int	NO	MUL	NULL	
conta_comprobante_egreso	IdCuentaHaber	int	NO		NULL	
conta_comprobante_egreso	IdIdentificador	int	NO	MUL	NULL	
conta_comprobante_egreso	Glosa	varchar(200)	NO		NULL	
conta_comprobante_egreso	TotalBolivianos	decimal(10,2)	NO		NULL	
conta_comprobante_egreso	NumeroEgreso	int	NO		NULL	
conta_comprobante_egreso	ActivoInactivo	tinyint(1)	NO		NULL	
conta_comprobante_egreso	IdCliente	int	NO	MUL	NULL	
conta_comprobante_egreso	IdSucursal	int	NO	MUL	NULL	
conta_comprobante_egreso	IdOperador	int	NO	MUL	NULL	
conta_comprobante_ingreso	IdIngreso	int	NO	PRI	NULL	auto_increment
conta_comprobante_ingreso	IdDiario	int	NO		NULL	
conta_comprobante_ingreso	IdFecha	int	NO		NULL	
conta_comprobante_ingreso	IdCuentaDebe	int	NO		NULL	
conta_comprobante_ingreso	IdCuentaHaber	int	NO		NULL	
conta_comprobante_ingreso	IdIdentificador	int	NO		NULL	
conta_comprobante_ingreso	Glosa	varchar(200)	NO		NULL	
conta_comprobante_ingreso	TotalBolivianos	decimal(10,2)	NO		NULL	
conta_comprobante_ingreso	NumeroIngreso	int	NO		NULL	
conta_comprobante_ingreso	ActivoInactivo	tinyint(1)	NO		NULL	
conta_comprobante_ingreso	IdCliente	int	NO		NULL	
conta_comprobante_ingreso	IdSucursal	int	NO		NULL	
conta_comprobante_ingreso	IdOperador	int	NO		NULL	
conta_cuenta	IdCuenta	int	NO	PRI	NULL	auto_increment
conta_cuenta	Cuenta	tinytext	NO		NULL	
conta_cuenta	Descripcion	text	NO		NULL	
conta_cuenta	TipoDeCuenta	text	NO		NULL	
conta_cuenta	IdMoneda	int	NO	MUL	NULL	
conta_cuenta	ActivoFijo	float	NO		NULL	
conta_cuenta	AbiertoCerrado	tinyint(1)	NO		NULL	
conta_cuenta	IdCliente	int	NO	MUL	NULL	
conta_cuenta	IdOperadorIngreso	int	NO	MUL	NULL	
conta_cuenta	FechaIngreso	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
conta_cuenta	IdOperadorEdita	int	NO	MUL	NULL	
conta_cuenta	FechaActualiza	timestamp	NO		0000-00-00 00:00:00	
conta_cuenta_sucursales	IdCuentaSucursales	int	NO	PRI	NULL	auto_increment
conta_cuenta_sucursales	IdCuenta	int	NO	MUL	NULL	
conta_cuenta_sucursales	Cuenta	varchar(100)	NO		NULL	
conta_cuenta_sucursales	DinamicaCuenta	varchar(300)	NO		NULL	
conta_cuenta_sucursales	IdCliente	int	NO	MUL	NULL	
conta_cuenta_sucursales	IdSucursal	int	NO		NULL	
conta_diario	IdDiario	int	NO	PRI	NULL	auto_increment
conta_diario	IdFecha	int	NO	MUL	NULL	
conta_diario	IdTipoDiario	int	NO	MUL	NULL	
conta_diario	NumeroDiario	bigint	NO		NULL	
conta_diario	IdCliente	int	NO	MUL	NULL	
conta_diario	IdSucursal	int	NO	MUL	NULL	
conta_diario	Contabilizado	tinyint(1)	NO		NULL	
conta_diario	IdOperadorIngreso	int	NO	MUL	NULL	
conta_diario	FechaIngreso	timestamp	NO		CURRENT_TIMESTAMP	DEFAULT_GENERATED on update CURRENT_TIMESTAMP
conta_diario	IdOperadorEdita	int	NO	MUL	NULL	
conta_diario	FechaEdita	datetime	YES		NULL	
conta_diario_propiamente	IdContaPropiamente	int	NO	PRI	NULL	auto_increment
